cod_accidente,descripcion,responsabilidad
am,encontraba circulando avenida chiclana moto colisiona parte trasera izquierda mi vehiculo cayendo su unico tripulante suelo este fue trasladado por same hospital penna no hubo lesionados ni otros ros involucrados siniestro mas alla declarado formalizo floresel asegurado es hombre muy mayor auto esta retenido comisara estaba estacionado avenida chiclana puso marcha auto vio moto lejos metros tena semaforo rojo sali cordn avenida sinti colisiona moto iba mismo sentido e estaba avenida para quedarse esperando abriera semaforo hicieron examen alcoholemia dio cero venia comprar repuestos para colocar aire acondicionado tercero fue trasladao por ambulancia automovil asegurado quedo retenido tena casco estaba consciente vio sangre asfalto d,COMPROMETIDA
am,detenido por semanforo avenida castanares reinicio mi marcha mientras avenida tercero colisiona mi parte izquierda iban dos ocupantes con casco caen piso intervino policia ambulancia acompanante tenia corte pierna fueron atendidos por same lugar luego nos retiramos lugar cel,DISCUTIDA
am,vehiculo asegurado circulando por colon momento detiene con giro fines poder doblar izquierda moto circulaba por trasera colisiona parte trasera moto circulaba sola cae piso utilizaba casco interviene policia no interviene ambulancia luego motociclista retira por sus propios medios cabe destacar efectivo policial ofrece asistencia medica conductor moto nego ser atendidoampliacion asegurado cuanto forma produjo mismo direccion esta bien calle colon esquina valentin alsina monte grande mi senora puso giro para doblar izquierda detiene para pase otra moto venia por valentin alsina moto viene por colon colisiona por trasera segundos colisiona parte izquierda delantera trasera parte baul mismo parte izquierdaante cualquier duda puede comunicar mi celular es para mas detalles yo viajaba asiento acompanante momento siniestro,DISCUTIDA
am,asegurado circulando por calle rep guatemala altura interseccion con calle virrey cisneros san justo bs as tercero circulaba por ultima moto ocupante sin casco asegurado colisiona con frente derecha parte izquierda tercero cae pavenida no pierde conocimiento reincorpora por sus propios medios sin desplazamientos interviene policia no intervino ambulancia,COMPROMETIDA
am,circulando por peron moto circulaba mi derecha cierra repentinamente colisiona mi parte derecha persoana moto cae piso llevaba casco no levanta intervino ambulancia policia hay camaras seguridaque filamron accidente persona moto fue trasladada ambulancia,COMPROMETIDA
am,circulando por calle directorio aparentemente moto muerde vias fue contra mi vehiculo mi parte derecha conductor moto cae hubo intervencion same policial fue trasladado hospital pineyro sin otros terceros involucrados datos tercero castelar leonardo andres honda eev libra asegurado formalizo acael hecho ocurrio avenida directorio emilio mitre ratifica mecanica dice tercero es personal policial principio no estaria funcion ya no tena uniforme puesto mordi va tranva hay esa altura directorio cay sufri lesiones leves momento concurri personal policial tercero reconoci habia pasado no detuvieron asegurado ni trasladaron no hicieron alcoholemia no tom te tercero saco fotos su carnet conducir estaba vencido comprobante seguro no sabe si va reclamar tercero es castelar leonardo andres dni,DISCUTIDA
am,uc vehiculo asegurado por mansilla doblar martinto colisiona con su parte derecha motocicleta circulaba misma moto con ocupante con casco cae piso no intervino policia ni ambulancia asegurado dobla derecha colisiona moto iba mismo sentido su derecha tiene dano entre capot parte derecha con asegurado hecho ocurri enero dijo asistio tercero ofrecio llevarlo hospital no quiso luego fue amigo tercero retiraron lugar mes marzo llamo tercero aparentemente persona acompan motociclista tom patente as dieron con tercero dijo luego accidente fue mcdico etc tuvo hacer ver entonces decidio hacer denuncia asegurado hizo denuncia raz llamado tercero d,COMPROMETIDA
am,saliendo mi domicilio partcular marcha trasera miro hacia ambulancia lados sin divisar ningdan vehiculo comienzo bajar vereda calle moto colisiona mi parte trasera con su frente ocupante con casco cae pavenida levanta por sus propios medios intervine ambulancia same su art quien traslada no inetrviene policia sin desplazamientos,COMPROMETIDA
am,asegurado circulando calle cno general belgrano esquivar pozo habia misma colisiona con tercero colisiona con su parte derecha parte izquierda asegurado iba solo ocupante moto hombre llevaba casco cae calle levanta retira por sus propios medios sin intervencion policial ni ambulancia sin desplazamientosasegurado formaliz oficina quilmes ratific mecanica muy leve sin intervencion policia ni ambulancia no tiene te tercero,COMPROMETIDA
am,circulaba por cabildo llegar echeverria moto intenta sobrepasarme por derecha colisiona parte derecha cae reincorporandose inmediato por sus propios medios no intervino policia ni ambulancia motociclista rengueaba pero no acuso lesiones datos tercero fandino marcelo alejandro yamaha ybr kru atmd,COMPROMETIDA
am,vehiculo asegurado maniobraba para salir garage colisiona con su parte delantera derecha ante ro moto circulaba por alli moto sin intervencin ambulancia ni policia levanta retira por sus medios con casco sin desplazamientos ni lesionados confirmamos todo con asegurado cuanto meccnica tema muy leve sali su garage hacia delantera hay punto hay poste no vio tercero retiro por sus propios medios sin participacin policia ni ambulancia no tomo te tercero ni este volvi llamar luego hecho,COMPROMETIDA
am,venia circulando dispongo doblar derecha armenia moto venia mi derecha colisiona mi parte trasera derecha sel conductor moto cae interviene policia fue trasladado ambulancia no donde trasladaron conductor manifestaba dolor su pierna izquierda no hubo otros terceros involucrados ni mas lesionados datos tercero luna luis manuel honda titan atm,COMPROMETIDA
am,asegurado ingresaba su domicilio moto transitaba mas trasera colisiona eel parte trasera derecha vehuclo asegurado motociclista cay suelo tena casco puesto levant intercambulancia datos retir,COMPROMETIDA
am,yo circulaba por emilio mitre cruzar peron motociclista pasa rojo colisiona desde derecha momento presento policia quien solicito presencia same quien evaluo no era necesario traslado motociclista hospital,CONCURRENTE
am,encontraba aguardo cruzar avenida arranco marcha estoy cruzando veo viene moto mano izquierda freno pongo marcha trasera pero igualmente colisiona mi parte izquierda motociclista no cae moto baja caminando llevaba casco hubo intervencion policial ambulancia tercero fue asistido lugar no fue trasladado tercero va lugar caminando con moto luego busque para ir comisaria cuarta hurlingham datos tercero fernando emmanuel val zanella rx hgc prof seguroampliacin asegurado encontraba circulando por calle williams llega interseccion avenida pedro diaz ro moto circulaba por su izquierda colisiona parte delantera izquierda ro llevaba casco no callo moto era solo ocupante moto intervinieron ambulancia policia siniestro no realizo test alcoholemia asegurado comisaria interviene es ta hurlingham vehiculo no vue secuestrado asegurado no realizara reclamo compania roteniendo cuenta no realizo test alcoholemia para evitar tome caso letrado contactamos ro para ver sus intenciones reclamar mismo nos manifesto siguiente,COMPROMETIDA
am,asegurado circulando por avenida roca gira izquierda para tomar calle oabrien habilitada por semaforo produce colisiona entre su parte delantera moto circulaba por avenida roca sentido contrario cruzando con semaforo rojo e iba sobrepasando vehiculo por derecha encontraban detenidos por semaforo asegurado no puede confirmar si iban o personas moton caen asfalto interviene policia con actuaciones ambulancia asegurado confirma no hiciero nalcoholemia tiene video probarcca motocicleta cruzo rojo sercca municipaliday obtuvo tres personas motocicleta sin casco,DISCUTIDA
am,vehiculo asegurado circulaba avenida yrigoyen fue colisiona su parte trasera derecha por tercero moto persona con casco circulaba misma raiz esto persona cayo asfalto luego intercambulancia datos retiro por su cuenta sin desplazamientos asegurado formalizo lomas zamora iba mismo sentido motocicleta tercera iba detrcs colectivo asegurado pasa colectivoella abre toca parte trasera derecha auto dice auto no llego danar por este hecho no va hacer reclamo tercera tuvo raspon espalda pierna rodilla no participo policia ni ambulancia,COMPROMETIDA
am,detenida por semaforo avenida illia mi pie desliza freno mi auto desplaza colisiona con frente moto delantera mio moto cae suelo llevaba casco levanta por su medio sin lesiones aparentes no interviene serv emergencia,COMPROMETIDA
am,circulando por calle llavenida cruce con cervantes motocicleta venia por ultima calle mencionada alta velocidano frena colisiona mi parte derecha medio auto puertas luego colisiona desplazo subo vereda pero no hubo ninguna colisiona adicional ni mas eros involucrados moto iba sola persona con casco pega contra mi auto cae suelo asisto sufrio colisiona dolores generales nada visible estaba conciente pocos minutos acude ambulancia policia trasladan hospital desconozco cual mi vehiculo queda comisaria cale buano no hubo mas involucrados cel ampliacionampliamos con asegurado asegurado encontraba circulando por lavenida llega cruce con cervantes es colisiona por motocicleta su parte derecha producto mi parte delantera asegurado desplaza sube vereda pero no hubo mas involucrados siniestro ro llevaba casco puesto cree por violencia colisiona es factible tenga alguna fractura no perdio conocimiento nunca intervinieron ambulancia policia quienes realizaron test alcoholemia no tiene resultados policia unicamente dijo estaba todo orden resultado era gcm sangre hasta dia hoy vehiculo asegurado encuentra secuestrado comisaria comunal nb calle buano ante esta situacion creemos conveniente suspender plazos hasta poder obtener copias cp cual ya estamos tratativas obtenerla asegurado no tenia datos ro para aportar nombre dni datos moto etc,COMPROMETIDA
am,asegurado circulando por calle tercero sin casco con acompanante sin casco circulando por calle asegurado girar hacia izquierda con luz giro puesta para entrar estacionamiento tercero colisiona con su parte asegurado desconoce parte delantera izquierda asegurado tercero acompanante lesionados intervino policia no intervino ambulancia sin desplazamientos ratifica mecanicaformalizaron oficina quilmes asegurado gira moto iba mismo sentido colisiona terceros retiran lugar despues pasar datos chicos llevo tio auto no intervino policia va pasar te madre uno terceros,COMPROMETIDA
am,vehiculo asegurado circulaba por avenida gaspar campos ingresar garage hacia izquierda con luz giro puesta moto intenta sobrepasarlo por ese parte colisiona parte izquierda vehiculo asegurado motociclista llevaba casco no cae piso tenia colisiona rodilla no interviene policia ni ambulancia pero marido asegurado es medico revisa lugar notando no tenia nada gravenida motociclista retira su motovuestro asegurado formalizo san miguel no llamaron ni policia ni ambulancia tercero nego manifesto no requerir asistencia tercero revis momento marido aegurada es medico cruzaron datos fue lugar,COMPROMETIDA
am,vehiculo asegurado maniobraba calle cnel juan terrada para doblar derecha hacia calle adolfo pedro carranza colisiona su parte derecha contra moto circulaba por cnel juan terrada moto tenia dos ocupantes ambulancia tenian casco cayeron piso no presentaban lesiones visibles retiraron por propios medios no hubo intervencion medica ni policial aun no formalizo moto iba par derecha asegurado gira derecha para tomar calle perpendicular produce colisiona cruzaron datos fueron por sus propios medios no participo policia ni ambulancia d,COMPROMETIDA
am,encontraba circulando por calle saenz pena sentido hacia pparte llegar interseccion con calle tucuman sin darme cuenta venia moto alta velocidapara no colisiona lleno clavenida freno colisiona apenas con mi parte delantera hizo caigan piso ambulancia con casco les paso datos voy ampliamos con asegurado motocicleta desde derecha colisiona con parte delantera derecha rodado motocicleta no vio previamente no participo policia ni ambulancia no llego ver lesiones visibles cruzo datos retiraron lugar,COMPROMETIDA
am,manejaba por calle e carriego interseccion claudio alas frena moto chica con dos personas no logro frenar tiempo colisiona trasera,COMPROMETIDA
am,vehiculo asegurado circulando por aut ricchieri llegar interseccion con ohiggins coloca luz giro durante maniobra para doblar esa calle aparece moto circulaba por autopista izquierda colisiona con parte delantera izquierda moto motociclista sin casco cae piso lastimandose costado torax brazo no interviene policia ni ambulancia pero no asiste nadie asegurado ofrece llevarlo htal motociclista no acepta luego intercambulancia datos cada uno retira por sus propios medios sin desplazamientos,COMPROMETIDA
am,avenida don bosco con balizas colocadas ya teniamos rueda pinchada moto nos colisiona parte delantera izquierda cambulancia carril ya habia vehiculo detenido cae piso sin casco sin intervencion policial ni medica levanta solo va caminando asegurado formalizo moreno circulaba con rueda pinchada iba buscando gomeria iba por avenida don bosco con balizas colocadasse para semaforo tira izquierda justo ese momento moto colisiona sector delantera izquierda asegurado queria poner otro carril maniobra encierro tercero no acredito tener seguro solo mostro registro no tenia casco sin intervencion policial ni medica levanta solo va caminando,COMPROMETIDA
am,circulaba por avenida llegar calle giro izquierda momento girar no di cuenta tenia moto parte izquierda giro colisiona con mi parte,COMPROMETIDA
am,asegurado circulando por alem doblar espana derecha es colisiona parte delantera derecha llanta moto circulaba por derecha gran velocidael conductor moto cae piso con casco retiro por sus propios medios intervino policia transito,COMPROMETIDA
am,vehiculo asegurado circulando por general paz cambulancia carril colisiona con su parte derecha motocicleta circulaba por carril su derecha moto con ocupante con casco cae piso no intervino policia ni ambulancia sin desplazamientos,COMPROMETIDA
am,maniobraba con balizas puesta para estacionar auto paralelo cordon mano derecha manera imprevista moto intenta meterse entre espacio habia entre mi auto cordon colisiona pty pdel motociclista no cae suelo ni tampoco sufre lesiones ni desvanecimiento no hubo otros terceros involucradosno hubo otros terceros involucrados ni lesionados datos tercero alegre martin benelli tn aswy atm,COMPROMETIDA
am,asegurado saliendo marcha trasera su garage colisiona moto circulaba por calle irala sola persona con casco cae asfalto brazo raspado incorporo por sus medios retiro moto no presento ni policia ni ambulancia lugar,COMPROMETIDA
am,detenido trasera colectivo avenida lafuente cual no avenida puse guino para sobrepasarlo asome mi parte avenida unos metros moto venia por trasera no interpreta mi maniobra e colisiona contra parte delantera derecha mi unidael conductor unico ocupante moto quien llevaba casco cayo piso sufrio lesiones leves dedo menique mano izquierda por fue asistido por ambulancia lugar pero no fue trasladado hospital retirandose por sus propios medios andando moto no hay otros vehiculo involucrados ni otros lesionados formaliza flores datos tercero mora horacio cristian bajaj rowser cc akcc atm vuestro asegurado formalizo caballito ambulancia asistio tercero pero no fue trasladado policia acerco lugar pero tercero no quiso denunciar lesiones con cual asegurado no fue trasladadono hicieron alcoholemia d,COMPROMETIDA
am,asegurado circulaba calle necochea cruce con avenida rivadavenida tercero colisiona altura parte izquierda tercero con lesiones leves sin cascoambulancia no llegoel tercero retira por sus medios caminando policcca acerco pero no tomo datos tercero con atm presento reclamo esa cia dijeron responderccan dias d,DISCUTIDA
am,asegurado circulaba por avenida indart estar por girar izquierda para ingresar garage fue colisiona parte delantera derecha por parte izquierda tercero moto venia por mano contraria misma avenida ocupante moto sin casco cay asfalto no hubo desplazamientos intervino policia ambulancia,COMPROMETIDA
am,asegurado circulaba calle vcoll inter con calle matheu es colisiona su parte delantera derecha por moto circulaba desde calle matheu moto iba solo ocupante llevaba casco cae piso no presentaba lesiones sin inter policial ni ambulancia retiro lugar por sus propios medios sin brindar datos,CONCURRENTE
am,venia circulando por coletta llego bocacalle moto circulaba por moreno colisiona mi vehiculo delantera mi vehiculod,COMPROMETIDA
am,circulando por msma con giro hacia mi derecha girar siento colisiona mi parte trasera derecha bajo verifico haba colisiona moto sin cazco persona manifest estar bien no presentaba lesiones no quizo ambulancia,COMPROMETIDA
am,circulaba por ruta llego esquina yo doblo derecha es ahi no visualizo motounico ocupante con casco venia mi derecha como yo realizo mala maniobra doblo abruptamente terminamos colisiona con su parte delantera yo con mi parte trasera derecha intervino ambulancia ni policia no intervino ambulancia ni policia conductor moto no present lesiones retiro por sus propios medios no hay otros terceros involucrados ni lesionados datos tercero ledda juan carlos zanella due axvj atm seguros,COMPROMETIDA
am,circulando por calle rivadavenida por carril rapido cuanao repente unacamin sale estar estacionado yo volanteo colisiona con cubiertaelantera derecha moto estaba pasando colisiona tobillo conductor no cae paramos metros mas delantera e intercambulancia datos retira sin intervencion policia ambulancia asegurado formalizo casa central ratifica mecanicacolisiona muy leveel motociclsta no habrci caido motointercambulancia datos retiran lugarsin policia ni ambulancia pasara mayores datos tercero,COMPROMETIDA
am,asegurado circulando uruguay interseccion con aparcero colisiona su frente derecha contra moto circulando por ultima caen piso e intervino ambulancia sin policia derecha htal moto fue retirada por flia ro s,COMPROMETIDA
am,vehiculo asegurado circulando por calle davenida llegar intersecciongira hacia derecha con delantera delantera izquierda parte delantera terceroque circulaba jose marti ocupantescon cascose caen pisono interviene ambulancia ni policiase retiraron por sus propios mediossin despl,COMPROMETIDA
am,vehiculo asegurado encontraba circulando girando hacia su derecha ya salia garage es colisiona por tercero moto circulaba por esta misma colisiona su parte con su parte delantera conductor moto no llevaba casco cae pavenida vereda contraria levanta por sus propios medios colisiona rodillapierna interviene policiano interviene ambulancia telfono tercero ampliacionnoneformalizo moron asgeurado salia su garage maniobra giro derecha tercero venia en parte izquierda rodado asegurado tiene danos parte delantera tercero intercambulancia datos fue lugar policia acerco pero no tomo datos ni asegurado fue trasladadono hicieron alcoholemiano participo ambulanciad,COMPROMETIDA
am,circulaba por avenida hip yrigoyen falucho por entrar estacion servicio moto izquierda pasar colisiona parte trasera izquierda sola persona moto cae piso no levanta solo fue retirado ambulancia,COMPROMETIDA
am,asegurado circulaba por calle laprida llegar inteseccion con calle alvear colisiona con su parte delantera con moto con dos ocupantes con casco antecedia detuvo por semaforo moto cae piso ocupantes no presentaban lesiones visibles retiraron por sus propios medios tras intercambulancia datos no intervino ambulancia ni policia sin desplazamientos,COMPROMETIDA
am,circulando por lamadrial doblar hacia izquierda para tomar calle encuentro con moto circulaba por avenida lamadrien sentido contrario colisiona parte delantera izquierda farol tercero cae piso no manifesto lesiones gravenida solo hospital wilde para ver posibles lesiones dedo no intervino policia ni ambulancia retira por sus propios medios moto,COMPROMETIDA
am,asegurado iba circulando por serrano doblando hacia asambulancia izquierda es colisiona por moto venia por serrano mano contraria parte trasera derecha moto motociclistas cayeron piso no llevaban casco intervino policia ambulancia fueron trasladados htal melendezformalizo lomas zamora concurrio policia ambulancia tercreo con lesion rodilla chica no sabbe pero no tencca lesiones simple vista no hicieron alcoholemia quedo pasar mcs datos colisiona fotos momento hecho,COMPROMETIDA
am,vehiculo asegurado circulaba calle olavenida doblar para tomar calle patricios colisiona con su parte izquierda moto realizaba misma accin motociclista utilizaba casco caeysobre pavenida no presentaba lesiones visibles contaba con dolor sus piernas retir lugar por sus propios medios no intervinieron policias ni ambulancias,COMPROMETIDA
am,circulando por colectora panamericana moto circulaba entre vehiculo intentar pasarme carril izquierda veo moto no continuo maniobra pero lna moto termina colisiona parte izquierda delantera trasera hasta espejo retrovisor no hubo intervencion policia ni ambulancia moto circulaba sola persona cae piso utilizaba casco no interviene policia no interviene ambulancia luego conductor moto retira por sus propios medios cabe destacar motociclista luego colisiona con vehiculo asegurado desplaza colisiona con otro automovil audi,COMPROMETIDA
am,circulaba por rawson llegar esquina jose ingenieros no llego frenar colisiona trasera moto venia delantera,COMPROMETIDA
am,asegurado saliendo garage su domicilio calle chacabuco detiene es colisiona por terceromoto circulaba por calle su parte trasera con manubrio misma cual tenia solo ocupante con casco puesto cayo piso no manifesto dolencia alguna retiro lugar por sus propios medios con moto sin desplazamientossin intervencion movil policial ni ambulancia,COMPROMETIDA
am,vehiculo asegurado circulando calle maria guerrero girar hacia calle eva peron es colisiona parte delantera parte izquierda con frente vehiculo tercero moto cual circulaba ultima mencionada con solo ocupante bordo casco colocado cayo vehiculo asegurado no presento lesiones levanto retiro por sus propios medios sin intervencion policial ni ambulancia sin desplazamientos,COMPROMETIDA
am,encontraba estacionado dispongo bajar mi vehiculo cual encontraba correctamente estacionado verifico no viniera algun vehiculo por abro mi parte es ahi soy colisiona por moto mi parte delantera izquierda apenas entre abierta mismo cae levanta por sus propios medios no indica poseer lesionesno hubo mas terceros ni mas lesionados datos tercero colisiona por motocicleta apareci improviso conductor vehculo vuelca viajaba solo agente polica presente supongo debera pertenecer comisara esa juridiccin porque escribi anotador sucedido acerca entre dos ayudamos conductor moto incorporarse verifica conductor motocicleta esta perfectas condiciones pregunta dos veces si esta bien fisicamente yo tambulancia pregunto ambulancia conductor motocicleta nos informa esta bien sin ningdan dano fsico es entonces polica nos indica luego tomarnos datos no habiendo danos fsicos cada uno procedamos hacer denuncia nuestros respectivos seguros polica no nos hizo firmar nada lamentablemente tampoco solicite su identificacin porque nos reiter amablemente procedieramos intercambulancia datos para denunciar nuestros seguros respectivamente colisiona moto mi vehculo hizo angulo chapa inferior externa parte unos cinco centmetros doblara hacia afuera tambulancia flanco interno parte colisiona con carrocera abollara yo abr parte tal como dije angulo inferior grados no tuve ningdan dano con tapizado interior parte hay fotos tomadas por inspector mi seguro eso hizo desplazaran bisagras parte este hecho comprueba motocicleta pas escasos centmetros mi vehculo antes abrir parte reitero mire por espejo retrovisor no vi ningdan vehculo acercandose procea bajar hay segundos ciegos donde es imposible advertir sorpresivo avenida alguien supongo pudo haber doblado cerca esquina estaba pasar casi rozandome vehculo espejo retrovisor mi peugeot es grande varias oportunidades transitando por ciudahe tenido roze e imcacto motocicletas pasan imprudentemente entre coche coche han marcado yo cambulancia hacia delantera posicin espejo por pude observar motocicleta no tena nada roto conductor misma luego tomar mis datos puso marcha sigui su camino yo hice mismovehculo responsable siniestro motocicleta marca gilera modelo smash rddominio arci cuadro cxsmashfhgc motor adpfmhh cilindrada cmconductor vehculo perez gabriel tomasdni compana asegurado triunfo seguros nb vigencia casa central avenida san martn er piso cp aax tel siniestros vehculo siniestrado asegurado aca nombre zubira alberto antoniocertificado nb dni vehculo asegurado peugeot allure navenida modelo tipo automovil sedan dominio myg uso particulart exclusivamentemotor xn chasis addrfjcego,COMPROMETIDA
am,circulando por avenida daz velez sentido hacia general paz colisiona levemente rueda trasera moto yamaha ybr dominio llb conducida por pera ramiro guido seguro atm con dni acompanado por michelle alvan dni ambulancia con casco genenera su delantera cada ampliacion nicolas milla mailtonicolascmillahotmailcom enviado martes marzo para alejandra noemi carrera acarrerasegurado asunto re siniestro para ampliar hola te paso datos pediste venia circulando por calle diaz cf velezal para agarrar general paz corridas por trabajo tenia moto delantera distraigo con unos papeles trabajo moto reduce velociday colisiona rueda trasera caen iban dos personas yo venia solo freno para ayudarlos chica iba trasera estaba toda raspada muchachos manejaba agarraba pie tenia algunos dolores pero no precisamente bien hicieron porque tomaron datos fueron no llego venir policia ni ambulancia,COMPROMETIDA
am,vehiculo asegurado terminando doblar por gaona colectora contra mano pensando era doble mano como antes ese momento produce colisiona con parte delantera moto circulaba por gaona motociclista cae suelo intervino policia ambulancia por raspon pierna fue trasladado,COMPROMETIDA
am,vehiculo asegurado circulando por wernicke tercero moto circulaba por misma quiere pasarlo por derecha colisiona con parte izquierda parte derecha vehiculo asegurado sin desplazamientos ampliacionel dia febrero este ano alrededor horas yo circulaba por calle wernicke llegando calle cataneo antes doblar hacia derecha con luz giro puesta escucho colisiona parte derecha mi auto bajo veo moto caida muchacho levanta este insulto arriba bajo ese momento aparece senor dice ser peluquero tiene su negocio justo esa esquina dice muchacho calme ya yo estaba tratando bien doy toda mi documentacion dni seguro registro todo correspondiente solo dio tarjeta seguro volante otro seguro su numero celular diciendome iba enviar toda documentacion faltaba note habian unas gotitas sangre empezaba hinchar tobillo ofreci varias veces llevarlo hospital para asistan nego alegando estaba apurado subio moto marcho mas tarde comunique con watsap dice habia roto moto pregunte como estaba contesto estaban llevando ha hacerlo ver hospital envie otros mensajes mas tarde preguntando como estaba pero nunca respondioen mi auto iba yo solaen moto iba solo no intervino ninguna comisaria desconozco lesiones sufridas salvo mencionado no hubo ningun control alcoholemiael nombre es martin santiago bernardez su celular es es toda informacion tengo,COMPROMETIDA
am,asegurado maniobrando para estacionar con balizas encendidas es colisiona su parte trasera derecha por tercero circulaba mismo sentido moto con solo ocupante no puede precisar uso casco cae pavenida levanta retira por sus propios medios sin desplazamientos no asiste policia ni ambulancia,CONCURRENTE
am,asegurado circulando calle araoz interseccin calle primera junta colisiona con parte delantera tercero moto circulaba esta ultima calle primera junta ocupante moto no llevaba casco puesto cae pavenida policila intervino ambulancia sentidos circulacion tercero con derecha d,COMPROMETIDA
am,vehiculo asegurado circulaba por nogoya maniobrar poco derecha para cruzar cuneta colisiona moto sobrepasa por derecha moto viabaja sola persona con casco cay suelo levant por sus propios medios manifiesta no necesita ser atendido intercambulancia datos retir asegurado manifiesta iba muy despacio porque encontraba pasando cuneta costado baja velocidad,COMPROMETIDA
am,asegurado circulando por calle samuel morse realiza maniobra para esquivar auto estaba detenido costado calzada abandonado tercero moto circulaba trasera suyo no llega esquivarlo colisiona parte trasera punta izquierda ocupante con casco cae piso no intervino policia ni ambulancia no quiso ir centro medico segurado leva su domicilio,COMPROMETIDA
am,encontraba detenido avenida rivadavenida abro izquierda para sobrepasar colectivo detenido moto colisiona mi parte trasera sin desplazamientos sola persona no cae piso sin lesiones visibles no interviene policia ni ambulancia retira por sus propios medios sin danos visibles moto ni mi vehiculo asegurado formalizo moreno ratifica mecanica hechoel tercero intercambulancia datos retira por sus propios medios tema muy leve no participo policia tampoco d,COMPROMETIDA
